"timestamp","score","temp","humid","co2","voc","pm25","lux","spl_a"
"2024-02-14T18:44:05.000Z",77,22.45,20.36,589,220,7,93.8,58.8
"2024-02-14T18:43:55.000Z",76,22.58,19.93,589,223,5,93.4,59.8
"2024-02-14T18:43:45.000Z",76,22.62,19.57,590,214,5,72.2,59.1
"2024-02-14T18:43:35.000Z",75,22.66,19.69,590,220,10,96.9,58.7
"2024-02-14T18:43:24.000Z",76,22.68,19.8,591,212,8,95.9,58.8
"2024-02-14T18:43:14.000Z",76,22.68,19.8,592,217,8,92.9,58.8
"2024-02-14T18:43:04.000Z",76,22.63,19.76,593,211,9,82.7,58.7
"2024-02-14T18:42:54.000Z",76,22.62,19.73,595,213,8,81.3,58.9
"2024-02-14T18:42:44.000Z",76,22.55,19.84,597,212,9,86.3,59.1
"2024-02-14T18:42:34.000Z",75,22.49,20,598,223,11,97.3,58.7
"2024-02-14T18:42:24.000Z",75,22.48,20.05,599,222,10,97.3,57.4
"2024-02-14T18:42:14.000Z",76,22.47,20.03,599,225,9,96.7,58.1
"2024-02-14T18:42:04.000Z",77,22.52,20.52,596,222,7,93.1,60.4
"2024-02-14T18:41:54.000Z",77,22.56,21.11,593,222,11,94.8,61.4
"2024-02-14T18:41:44.000Z",75,22.56,20.74,592,215,13,108.7,61.2
"2024-02-14T18:41:24.000Z",75,22.66,19.87,595,213,10,101.9,62.2
"2024-02-14T18:41:14.000Z",76,22.82,19.63,597,209,7,100.3,64.5
"2024-02-14T18:41:04.000Z",76,22.8,19.61,600,209,7,103.9,63.9
"2024-02-14T18:40:54.000Z",76,22.8,19.53,603,210,5,105.3,61.7
"2024-02-14T18:40:44.000Z",76,22.82,19.7,606,212,4,105.2,60.8
"2024-02-14T18:40:34.000Z",76,22.79,19.77,609,215,2,104.9,59.9
"2024-02-14T18:40:24.000Z",76,22.79,19.7,611,213,4,105.5,58.3
"2024-02-14T18:40:14.000Z",76,22.83,19.8,612,206,7,105.7,58.2
"2024-02-14T18:40:04.000Z",76,22.8,19.98,613,215,5,105,57.8
"2024-02-14T18:39:54.000Z",76,22.83,19.93,613,221,5,104.1,56.7
"2024-02-14T18:39:44.000Z",76,22.83,19.91,614,213,7,105.6,57.9
"2024-02-14T18:39:34.000Z",76,22.78,19.89,615,204,7,103.2,58.9
"2024-02-14T18:39:24.000Z",76,22.76,19.89,618,209,7,105.5,57.3
"2024-02-14T18:39:14.000Z",76,22.8,19.82,620,213,8,104.1,58.1
"2024-02-14T18:39:04.000Z",75,22.75,19.8,622,215,9,103.4,57
"2024-02-14T18:38:54.000Z",75,22.79,19.73,624,214,10,104,58.3
"2024-02-14T18:38:44.000Z",75,22.76,19.8,626,214,10,102.5,58.9
"2024-02-14T18:38:34.000Z",75,22.73,19.84,628,214,10,105.8,58
"2024-02-14T18:38:23.000Z",76,22.75,19.89,630,216,8,105.9,58.6
"2024-02-14T18:38:13.000Z",75,22.76,19.98,633,211,9,105.3,59.6
"2024-02-14T18:38:03.000Z",76,22.78,20.07,634,222,7,105.7,59.1
"2024-02-14T18:37:53.000Z",76,22.76,20.2,633,224,7,103.1,60.3
"2024-02-14T18:37:43.000Z",76,22.73,20.27,633,215,6,103.1,60
"2024-02-14T18:37:33.000Z",76,22.7,20.41,634,219,6,103.1,60.9
"2024-02-14T18:37:23.000Z",75,22.68,20.39,635,241,11,102.9,61.6
"2024-02-14T18:37:13.000Z",76,22.65,20.51,635,236,9,102.2,58.6
"2024-02-14T18:37:03.000Z",76,22.68,20.37,635,233,9,102.6,58.3
"2024-02-14T18:36:53.000Z",76,22.73,20.34,635,235,6,103.3,59
"2024-02-14T18:36:43.000Z",76,22.68,20.51,634,239,9,101.5,61.2
"2024-02-14T18:36:33.000Z",77,22.59,20.81,634,247,7,98.5,62.4
"2024-02-14T18:36:23.000Z",77,22.49,21.02,632,238,5,102.8,60.8
"2024-02-14T18:36:13.000Z",77,22.41,21.17,631,237,7,105,62.2
"2024-02-14T18:36:03.000Z",78,22.32,21.35,628,235,8,103.3,62.3
"2024-02-14T18:35:53.000Z",78,22.28,21.2,626,232,4,88.4,62.4
"2024-02-14T18:35:43.000Z",78,22.28,21.21,624,239,7,82.3,59
"2024-02-14T18:35:33.000Z",77,22.32,21.17,622,243,9,86.3,58.5
"2024-02-14T18:35:23.000Z",77,22.37,21.1,621,237,7,92.1,57.2
"2024-02-14T18:35:13.000Z",77,22.37,21.06,619,247,5,92.2,56.2
"2024-02-14T18:35:03.000Z",77,22.39,21.05,618,244,6,92,55.6
"2024-02-14T18:34:53.000Z",77,22.48,20.98,617,238,8,91.5,56.3
"2024-02-14T18:34:43.000Z",77,22.48,20.93,615,232,9,90.1,57.1
"2024-02-14T18:34:33.000Z",77,22.44,21.07,613,231,10,86.6,57.3
"2024-02-14T18:34:23.000Z",76,22.49,20.93,611,230,11,87.6,57.2
"2024-02-14T18:34:13.000Z",76,22.58,20.76,610,223,11,86.5,58.5
"2024-02-14T18:34:03.000Z",76,22.56,20.76,609,232,10,85.1,59.8
"2024-02-14T18:33:53.000Z",77,22.63,20.66,606,229,9,84.9,58.8
"2024-02-14T18:33:43.000Z",77,22.62,20.64,604,230,8,75.4,59.3
"2024-02-14T18:33:33.000Z",77,22.63,20.58,602,229,6,76.4,57.5
"2024-02-14T18:33:23.000Z",76,22.56,20.66,599,227,10,72.9,58.5
"2024-02-14T18:33:12.000Z",77,22.51,20.62,597,229,9,87,58.3
"2024-02-14T18:33:02.000Z",76,22.44,20.72,596,219,10,85.8,58.8
"2024-02-14T18:32:52.000Z",76,22.42,20.62,596,225,10,76,59.6
"2024-02-14T18:32:42.000Z",76,22.45,20.38,596,218,9,77.3,59.5
"2024-02-14T18:32:32.000Z",76,22.6,20.07,595,229,6,84.5,59.6
"2024-02-14T18:32:22.000Z",76,22.63,19.98,595,223,8,85.7,60.7
"2024-02-14T18:32:12.000Z",74,22.68,19.7,595,224,11,72.4,62.1
"2024-02-14T18:32:02.000Z",75,22.73,19.68,597,225,9,73.09,63.3
"2024-02-14T18:31:52.000Z",74,22.76,19.73,597,229,12,78.2,61.5
"2024-02-14T18:31:42.000Z",75,22.79,19.91,598,224,11,78.2,61.3
"2024-02-14T18:31:32.000Z",75,22.78,19.92,598,222,11,67.7,61
"2024-02-14T18:31:22.000Z",76,22.73,20.1,598,235,8,80.09,60.7
"2024-02-14T18:31:12.000Z",76,22.73,20.1,598,225,9,81.09,61
"2024-02-14T18:31:02.000Z",76,22.69,20.18,598,223,9,82,60
"2024-02-14T18:30:52.000Z",75,22.63,20.28,597,219,13,81.5,58.9
"2024-02-14T18:30:42.000Z",75,22.56,20.3,596,222,11,80.2,59.7
"2024-02-14T18:30:32.000Z",77,22.54,20.26,595,224,8,81.59,61.2
"2024-02-14T18:30:22.000Z",77,22.56,20.52,595,217,6,82.1,62.8
"2024-02-14T18:30:12.000Z",77,22.6,20.39,595,211,9,92.7,60.6
"2024-02-14T18:30:02.000Z",76,22.75,19.53,596,217,8,93.7,61.3
"2024-02-14T18:29:52.000Z",75,22.82,19.62,596,208,9,98.3,63
"2024-02-14T18:29:42.000Z",76,22.82,19.82,597,211,7,85.3,63.4
"2024-02-14T18:29:32.000Z",76,22.85,19.76,597,218,5,97.3,63.2
"2024-02-14T18:29:22.000Z",76,22.85,19.71,600,201,5,92.9,63.3
"2024-02-14T18:29:12.000Z",75,22.83,19.51,604,212,7,97.3,63.1
"2024-02-14T18:29:02.000Z",75,22.79,19.44,607,215,4,99.1,63.4
"2024-02-14T18:28:52.000Z",76,22.79,19.57,608,212,7,86.4,61.1
"2024-02-14T18:28:42.000Z",74,22.82,19.64,610,205,11,79.5,61
"2024-02-14T18:28:32.000Z",76,22.75,19.63,612,205,8,85.7,62.5
"2024-02-14T18:28:22.000Z",75,22.79,19.67,615,207,9,86.6,61.4
"2024-02-14T18:28:11.000Z",75,22.75,19.59,618,211,6,84.7,60.9
"2024-02-14T18:28:01.000Z",75,22.76,19.67,620,225,9,81.59,60.8
"2024-02-14T18:27:51.000Z",74,22.75,19.89,620,217,13,79.3,61.1
"2024-02-14T18:27:41.000Z",76,22.72,20.04,621,223,8,77.4,58.7
"2024-02-14T18:27:31.000Z",76,22.69,20.18,622,211,7,75.5,58
"2024-02-14T18:27:21.000Z",76,22.68,20.23,624,220,7,78,57.9
"2024-02-14T18:27:11.000Z",76,22.65,20.14,627,214,7,78.9,60
"2024-02-14T18:27:01.000Z",76,22.6,20.02,630,209,5,74.5,61.4
"2024-02-14T18:26:51.000Z",76,22.55,19.86,633,220,7,76.5,59.7
"2024-02-14T18:26:41.000Z",76,22.52,19.98,637,221,7,76.5,59.8
"2024-02-14T18:26:31.000Z",75,22.48,20,640,215,9,79.8,60.5
"2024-02-14T18:26:21.000Z",76,22.54,20.21,643,216,6,84.6,61.1
"2024-02-14T18:26:11.000Z",76,22.51,20.3,646,221,6,85.7,60.5
"2024-02-14T18:26:01.000Z",75,22.49,20.17,648,226,9,84.8,61.3
"2024-02-14T18:25:51.000Z",76,22.47,20.74,648,236,10,85.5,60.5
"2024-02-14T18:25:41.000Z",78,22.42,21.43,647,232,8,85.5,62.4
"2024-02-14T18:25:31.000Z",77,22.39,21.41,645,235,9,91,63
"2024-02-14T18:25:21.000Z",75,22.42,21.27,644,230,13,85.9,63.3
"2024-02-14T18:25:11.000Z",75,22.45,21.15,643,231,14,91.5,62.1
"2024-02-14T18:25:01.000Z",75,22.45,21,642,243,12,95.1,61.4
"2024-02-14T18:24:51.000Z",76,22.47,20.95,641,229,11,88.9,61.1
"2024-02-14T18:24:41.000Z",77,22.48,20.76,642,223,8,98.1,61.3
"2024-02-14T18:24:31.000Z",77,22.56,20.66,641,219,7,99,62.1
"2024-02-14T18:24:21.000Z",76,22.62,20.04,643,223,7,97.1,60.5
"2024-02-14T18:24:11.000Z",76,22.72,20.05,645,216,5,97.8,58.9
"2024-02-14T18:24:01.000Z",75,22.75,19.92,647,235,6,102.6,60.5
"2024-02-14T18:23:51.000Z",75,22.72,19.96,649,243,8,100.9,61.7
"2024-02-14T18:23:41.000Z",76,22.68,20.58,648,239,6,101.9,61.8
"2024-02-14T18:23:31.000Z",75,22.75,20.7,648,245,10,101.9,60.6
"2024-02-14T18:23:21.000Z",77,22.66,20.77,648,239,8,102.8,59.9
"2024-02-14T18:23:10.000Z",77,22.6,20.73,649,241,8,103.8,60.4
"2024-02-14T18:23:00.000Z",76,22.65,20.61,649,243,5,103.4,61.2
"2024-02-14T18:22:50.000Z",76,22.69,20.64,649,237,5,103.4,58.7
"2024-02-14T18:22:40.000Z",76,22.69,20.68,649,241,9,100.9,57.8
"2024-02-14T18:22:30.000Z",77,22.68,20.75,650,235,6,104.1,57
"2024-02-14T18:22:20.000Z",77,22.63,20.73,651,242,7,102.8,59.3
"2024-02-14T18:22:10.000Z",77,22.6,20.83,651,231,4,100.9,61.1
"2024-02-14T18:22:00.000Z",77,22.54,20.83,649,237,5,101.6,60.6
"2024-02-14T18:21:50.000Z",77,22.41,21.17,650,238,9,98.1,61
"2024-02-14T18:21:40.000Z",77,22.38,21.18,650,239,6,98.2,62.6
"2024-02-14T18:21:30.000Z",77,22.41,21.1,648,245,7,99,61.5
"2024-02-14T18:21:20.000Z",77,22.45,21.24,646,246,8,100.6,59.6
"2024-02-14T18:21:10.000Z",77,22.48,21.22,644,240,8,101.8,59.1
"2024-02-14T18:21:00.000Z",77,22.48,21.09,642,240,6,98.8,60.5
"2024-02-14T18:20:50.000Z",77,22.55,20.95,641,253,8,97.8,60.1
"2024-02-14T18:20:40.000Z",77,22.75,21.06,639,249,7,96.5,61.3
"2024-02-14T18:20:30.000Z",77,22.79,21.24,637,240,6,95.2,63
"2024-02-14T18:20:20.000Z",78,22.7,21.32,634,235,6,96.3,63.8
"2024-02-14T18:20:10.000Z",78,22.62,21.38,631,235,7,96.5,65.59
"2024-02-14T18:20:00.000Z",77,22.49,21.21,631,232,10,91.4,63.4
"2024-02-14T18:19:50.000Z",77,22.52,20.78,631,222,9,92.8,62.7
"2024-02-14T18:19:40.000Z",76,22.6,20.37,631,235,7,84.6,63.4
"2024-02-14T18:19:30.000Z",76,22.7,20.72,631,246,9,81.09,63.3
"2024-02-14T18:19:20.000Z",77,22.59,20.92,629,236,6,77.2,63.4
"2024-02-14T18:19:10.000Z",77,22.52,20.95,629,228,7,80.09,62.5
"2024-02-14T18:19:00.000Z",77,22.51,20.9,629,223,7,80.2,59.3
"2024-02-14T18:18:50.000Z",76,22.45,20.79,628,226,10,82.2,60.8
"2024-02-14T18:18:40.000Z",76,22.48,20.79,627,231,11,77.4,61
"2024-02-14T18:18:30.000Z",75,22.56,20.62,626,230,12,77.9,60.6
"2024-02-14T18:18:20.000Z",77,22.69,20.39,625,218,8,76.5,61
"2024-02-14T18:18:10.000Z",76,22.85,20.14,626,227,9,82.6,58.6
"2024-02-14T18:17:59.000Z",74,22.86,19.98,627,222,11,85.2,59.1
"2024-02-14T18:17:49.000Z",75,22.78,19.98,629,230,9,82.9,60.4
"2024-02-14T18:17:39.000Z",76,22.76,20.11,629,221,7,83.4,60.4
"2024-02-14T18:17:29.000Z",75,22.76,20.03,630,223,9,74.09,60.8
"2024-02-14T18:17:19.000Z",76,22.78,20.11,630,228,7,73.4,60.1
"2024-02-14T18:17:09.000Z",75,22.73,20.18,631,232,11,74.5,60.3
"2024-02-14T18:16:59.000Z",74,22.7,20.23,631,229,12,72.3,60
"2024-02-14T18:16:49.000Z",76,22.8,20.12,632,223,8,80.4,61.3
"2024-02-14T18:16:39.000Z",73,22.79,20.07,632,233,14,80.2,61.9
"2024-02-14T18:16:29.000Z",75,22.7,20.23,633,227,10,79.3,63.1
"2024-02-14T18:16:19.000Z",76,22.72,20.51,633,234,7,77.8,64
"2024-02-14T18:16:09.000Z",76,22.7,20.25,635,230,9,80.2,62
"2024-02-14T18:15:59.000Z",76,22.72,20.05,636,233,8,80.9,63.2
"2024-02-14T18:15:49.000Z",76,22.75,20.1,639,230,8,79.3,61.6
"2024-02-14T18:15:39.000Z",76,22.73,20.44,641,243,6,83.3,61
"2024-02-14T18:15:29.000Z",76,22.73,20.6,641,239,6,77.2,59.9
"2024-02-14T18:15:19.000Z",76,22.7,20.46,641,241,6,75.9,62
"2024-02-14T18:15:09.000Z",76,22.68,20.71,640,252,9,70.2,61.6
"2024-02-14T18:14:59.000Z",77,22.6,20.81,639,241,7,68.4,63.4
"2024-02-14T18:14:49.000Z",77,22.58,20.97,639,248,7,68,65.09
"2024-02-14T18:14:39.000Z",77,22.44,21.05,639,235,7,84.5,65.9
"2024-02-14T18:14:29.000Z",75,22.37,21.08,639,244,14,84.6,63
"2024-02-14T18:14:19.000Z",76,22.35,21.2,637,233,10,86.7,62.7
"2024-02-14T18:14:09.000Z",77,22.39,21.1,637,230,9,86.9,61.9
"2024-02-14T18:13:59.000Z",74,22.52,20.3,639,217,13,90,62.7
"2024-02-14T18:13:49.000Z",74,22.56,20.09,642,229,11,82,63.6
"2024-02-14T18:13:39.000Z",75,22.58,20.12,645,232,9,83.5,65.8
"2024-02-14T18:13:29.000Z",75,22.56,20.28,647,231,10,58.5,64.9
"2024-02-14T18:13:19.000Z",76,22.56,20.3,648,242,7,59.3,61.1
"2024-02-14T18:13:09.000Z",76,22.55,20.54,648,224,7,58.6,61.2
"2024-02-14T18:12:59.000Z",76,22.58,20.68,648,231,9,61.2,60.7
"2024-02-14T18:12:48.000Z",77,22.51,20.98,647,240,8,79.7,60.7
"2024-02-14T18:12:38.000Z",78,22.45,21.46,646,241,6,85.2,59.5
"2024-02-14T18:12:28.000Z",78,22.42,21.5,644,243,7,76.5,58
"2024-02-14T18:12:18.000Z",78,22.44,21.46,644,236,7,86.7,58
"2024-02-14T18:12:08.000Z",75,22.41,21.43,642,232,14,82.7,58.4
"2024-02-14T18:11:58.000Z",76,22.49,21.02,642,221,11,83.5,60.3
"2024-02-14T18:11:48.000Z",75,22.59,20.18,643,237,10,81.8,59.8
"2024-02-14T18:11:38.000Z",74,22.59,20.28,643,218,13,84.7,59.2
"2024-02-14T18:11:28.000Z",73,22.54,20.41,644,233,16,82.8,58.4
"2024-02-14T18:11:18.000Z",77,22.49,20.67,642,244,5,84,58.6
"2024-02-14T18:11:08.000Z",77,22.51,21.03,640,241,9,78.3,59.7
"2024-02-14T18:10:58.000Z",77,22.51,21.14,639,246,7,79.8,58.4
"2024-02-14T18:10:48.000Z",77,22.58,21.05,638,239,9,80.3,57.7
"2024-02-14T18:10:38.000Z",75,22.45,21.12,636,235,12,77.9,57.5
"2024-02-14T18:10:28.000Z",76,22.45,21.24,635,240,10,78.59,58.8
"2024-02-14T18:10:18.000Z",76,22.45,21.22,633,238,12,82,60.1
"2024-02-14T18:10:08.000Z",78,22.47,21.17,631,226,8,81.09,59.8
"2024-02-14T18:09:58.000Z",75,22.54,20.9,631,235,13,74.09,59.9
"2024-02-14T18:09:48.000Z",74,22.66,20.39,631,232,12,73,61.4
"2024-02-14T18:09:38.000Z",75,22.69,20.2,632,230,10,74.8,61.1
"2024-02-14T18:09:28.000Z",76,22.73,19.98,633,229,6,78.3,61.6
"2024-02-14T18:09:18.000Z",76,22.72,20.18,634,230,9,87.3,57
"2024-02-14T18:09:08.000Z",74,22.72,20.23,636,233,12,88.2,56.8
"2024-02-14T18:08:58.000Z",74,22.69,20.42,635,230,14,87.9,56.9
"2024-02-14T18:08:48.000Z",75,22.68,20.56,634,242,11,90.2,57.2
"2024-02-14T18:08:38.000Z",77,22.66,20.73,632,240,7,84,59
"2024-02-14T18:08:28.000Z",76,22.65,21.11,629,242,11,84.7,61.1
"2024-02-14T18:08:18.000Z",75,22.62,21.11,627,239,15,80.3,61.7
"2024-02-14T18:08:08.000Z",75,22.73,20.68,626,231,13,75.7,61.3
"2024-02-14T18:07:58.000Z",77,22.78,20.6,625,231,8,93.1,61.3
"2024-02-14T18:07:47.000Z",75,22.8,20.57,623,237,11,95.2,60.5
"2024-02-14T18:07:37.000Z",77,22.79,20.58,622,235,8,99.4,59.8
"2024-02-14T18:07:27.000Z",75,22.78,20.51,620,239,11,77.59,61.2
"2024-02-14T18:07:17.000Z",76,22.82,20.51,620,231,10,68.09,59.6
"2024-02-14T18:07:07.000Z",75,22.85,20.41,620,230,11,78,59.3
"2024-02-14T18:06:57.000Z",75,22.85,20.36,620,233,10,79,60.3
"2024-02-14T18:06:47.000Z",74,22.85,20.23,621,228,12,78.8,59.7
"2024-02-14T18:06:37.000Z",75,22.83,20.19,621,227,11,86.5,59.8
"2024-02-14T18:06:27.000Z",76,22.82,20.17,621,232,7,81.7,61
"2024-02-14T18:06:17.000Z",76,22.79,20.27,621,236,6,81.4,62.1
"2024-02-14T18:06:07.000Z",75,22.75,20.27,621,237,10,91,61.3
"2024-02-14T18:05:57.000Z",75,22.72,20.27,621,230,11,83,62
"2024-02-14T18:05:47.000Z",76,22.72,20.22,621,225,8,85.1,61.6
"2024-02-14T18:05:37.000Z",76,22.79,20.13,622,231,8,94.4,65.3
"2024-02-14T18:05:27.000Z",76,22.78,20.22,622,230,8,85.3,62.8
"2024-02-14T18:05:17.000Z",76,22.73,20.3,622,225,8,81.09,61.4
"2024-02-14T18:05:07.000Z",76,22.78,20.25,623,230,8,92.5,60.8
"2024-02-14T18:04:57.000Z",75,22.76,20.18,622,233,11,91.7,60.9
"2024-02-14T18:04:47.000Z",74,22.76,20.13,623,226,12,93.4,62.4
"2024-02-14T18:04:37.000Z",76,22.78,20.1,623,228,9,79.7,62.1
"2024-02-14T18:04:27.000Z",74,22.8,20.05,624,234,11,82.4,59.8
"2024-02-14T18:04:17.000Z",74,22.78,19.98,625,237,12,79.3,60.7
"2024-02-14T18:04:07.000Z",74,22.75,20.04,626,244,12,75.7,61
"2024-02-14T18:03:57.000Z",75,22.8,20.22,627,238,10,77.3,60.2
"2024-02-14T18:03:47.000Z",74,22.76,20.05,627,230,12,76.2,58.6
"2024-02-14T18:03:37.000Z",76,22.82,20.27,626,252,8,79.09,59
"2024-02-14T18:03:27.000Z",76,22.83,20.45,625,245,7,78.3,59.5
"2024-02-14T18:03:17.000Z",77,22.82,20.63,624,239,5,77.3,60.3
"2024-02-14T18:03:07.000Z",77,22.82,20.53,623,233,7,73.9,60.8
"2024-02-14T18:02:57.000Z",76,22.82,20.48,621,240,9,80.9,59.5
"2024-02-14T18:02:47.000Z",75,22.83,20.27,621,237,10,77.3,59.5
"2024-02-14T18:02:36.000Z",75,22.85,20.07,622,244,10,85.7,58.3
"2024-02-14T18:02:26.000Z",74,22.8,20.12,622,236,11,87.8,57.7
"2024-02-14T18:02:16.000Z",76,22.75,20.16,622,239,9,86.3,58.7
"2024-02-14T18:02:06.000Z",74,22.73,20.27,622,248,12,83.2,58
"2024-02-14T18:01:56.000Z",76,22.78,20.2,622,241,9,73.9,59.5
"2024-02-14T18:01:46.000Z",76,22.8,20.19,621,242,6,71.4,59.7
"2024-02-14T18:01:36.000Z",75,22.8,20.14,620,240,10,79.5,59.4
"2024-02-14T18:01:26.000Z",75,22.83,20.07,620,239,10,78.8,59.3
"2024-02-14T18:01:16.000Z",76,22.82,20.05,620,238,8,78.59,60.1
"2024-02-14T18:01:06.000Z",76,22.86,20.12,620,235,9,75.5,59.3
"2024-02-14T18:00:56.000Z",74,22.8,20.13,620,242,13,77,59.8
"2024-02-14T18:00:46.000Z",74,22.8,20.17,619,240,15,81.09,59.7
"2024-02-14T18:00:36.000Z",76,22.82,20.39,617,245,8,84.1,58.4
"2024-02-14T18:00:26.000Z",77,22.82,20.81,615,240,6,84.7,59.2
"2024-02-14T18:00:16.000Z",77,22.83,20.81,612,235,6,86.1,59.1
"2024-02-14T18:00:06.000Z",77,22.78,20.68,610,222,8,85.2,59.9
"2024-02-14T17:59:56.000Z",77,22.72,20.32,611,231,5,74,60.1
"2024-02-14T17:59:46.000Z",76,22.66,20.27,613,225,8,76.5,59
"2024-02-14T17:59:36.000Z",76,22.63,20.19,614,229,8,97.3,60.3
"2024-02-14T17:59:26.000Z",75,22.65,20.16,615,234,10,86.3,60.4
"2024-02-14T17:59:16.000Z",74,22.68,20.02,614,224,13,79.8,60
"2024-02-14T17:59:06.000Z",74,22.7,19.98,616,233,11,83.3,59.8
"2024-02-14T17:58:56.000Z",75,22.79,20.07,615,234,10,79.5,60.1
"2024-02-14T17:58:46.000Z",76,22.82,20.23,615,227,9,80.9,60.7
"2024-02-14T17:58:36.000Z",76,22.79,20.1,616,229,7,85.5,61.8
"2024-02-14T17:58:26.000Z",75,22.76,20.05,615,222,10,73.09,64
"2024-02-14T17:58:16.000Z",76,22.8,20.14,615,230,9,81.3,64.4
"2024-02-14T17:58:06.000Z",74,22.82,19.98,616,229,11,83.9,64.09
"2024-02-14T17:57:56.000Z",75,22.83,20,617,223,9,82.4,62.8
